project_accession	project_alias	sample_alias	run_alias	library_name	library_source	library_selection	library_strategy	library_construction_protocol	instrument_model	file_type	library_layout	insert_size	forward_file_name	reverse_file_name
EGAS00001005465	G-SAM	AMA1	AMA1-2417_NGS19-J444_AHLGTCDSXX_S88_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AMA1-2417_NGS19-J444_AHLGTCDSXX_S88_L004_R1_001.fastq.gz	AMA1-2417_NGS19-J444_AHLGTCDSXX_S88_L004_R2_001.fastq.gz
EGAS00001005465	G-SAM	AMA2	AMA2-1976_NGS19-J307_AHKK5WDSXX_S95_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AMA2-1976_NGS19-J307_AHKK5WDSXX_S95_L003_R1_001.fastq.gz	AMA2-1976_NGS19-J307_AHKK5WDSXX_S95_L003_R2_001.fastq.gz
EGAS00001005466	G-SAM	AMA2	AMA2-1976_NGS19-J307_BHJTTYDSXX_S41_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AMA2-1976_NGS19-J307_BHJTTYDSXX_S41_L001_R1_001.fastq.gz	AMA2-1976_NGS19-J307_BHJTTYDSXX_S41_L001_R2_001.fastq.gz
EGAS00001005466	G-SAM	AOA1	AOA1-1968_NGS19-J600_BHM33WDSXX_S52_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AOA1-1968_NGS19-J600_BHM33WDSXX_S52_L003_R1_001.fastq.gz	AOA1-1968_NGS19-J600_BHM33WDSXX_S52_L003_R2_001.fastq.gz
EGAS00001005467	G-SAM	AOA2	AOA2-1978_NGS19-J339_AHKK5WDSXX_S127_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AOA2-1978_NGS19-J339_AHKK5WDSXX_S127_L004_R1_001.fastq.gz	AOA2-1978_NGS19-J339_AHKK5WDSXX_S127_L004_R2_001.fastq.gz
EGAS00001005467	G-SAM	AQA1	AQA1-1971_NGS19-J556_BHM33WDSXX_S8_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AQA1-1971_NGS19-J556_BHM33WDSXX_S8_L002_R1_001.fastq.gz	AQA1-1971_NGS19-J556_BHM33WDSXX_S8_L002_R2_001.fastq.gz
EGAS00001005468	G-SAM	AQA2	AQA2-1980_NGS19-J305_AHKK5WDSXX_S93_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AQA2-1980_NGS19-J305_AHKK5WDSXX_S93_L003_R1_001.fastq.gz	AQA2-1980_NGS19-J305_AHKK5WDSXX_S93_L003_R2_001.fastq.gz
EGAS00001005468	G-SAM	AQA2	AQA2-1980_NGS19-J305_BHJTTYDSXX_S39_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AQA2-1980_NGS19-J305_BHJTTYDSXX_S39_L001_R1_001.fastq.gz	AQA2-1980_NGS19-J305_BHJTTYDSXX_S39_L001_R2_001.fastq.gz
EGAS00001005469	G-SAM	AZA1	AZA1-2663_NGS19-J376_AHLGTCDSXX_S20_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZA1-2663_NGS19-J376_AHLGTCDSXX_S20_L002_R1_001.fastq.gz	AZA1-2663_NGS19-J376_AHLGTCDSXX_S20_L002_R2_001.fastq.gz
EGAS00001005469	G-SAM	AZA2	AZA2-2669_NGS19-J269_AHKK5WDSXX_S9_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZA2-2669_NGS19-J269_AHKK5WDSXX_S9_L002_R1_001.fastq.gz	AZA2-2669_NGS19-J269_AHKK5WDSXX_S9_L002_R2_001.fastq.gz
EGAS00001005470	G-SAM	AZA2	AZA2-2669_NGS19-J269_BHJTTYDSXX_S3_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZA2-2669_NGS19-J269_BHJTTYDSXX_S3_L001_R1_001.fastq.gz	AZA2-2669_NGS19-J269_BHJTTYDSXX_S3_L001_R2_001.fastq.gz
EGAS00001005470	G-SAM	AZB1	AZB1-2664_NGS19-J279_AHKK5WDSXX_S19_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZB1-2664_NGS19-J279_AHKK5WDSXX_S19_L002_R1_001.fastq.gz	AZB1-2664_NGS19-J279_AHKK5WDSXX_S19_L002_R2_001.fastq.gz
EGAS00001005471	G-SAM	AZB1	AZB1-2664_NGS19-J279_BHJTTYDSXX_S13_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZB1-2664_NGS19-J279_BHJTTYDSXX_S13_L001_R1_001.fastq.gz	AZB1-2664_NGS19-J279_BHJTTYDSXX_S13_L001_R2_001.fastq.gz
EGAS00001005471	G-SAM	AZB2	AZB2-2670_NGS19-J278_AHKK5WDSXX_S18_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZB2-2670_NGS19-J278_AHKK5WDSXX_S18_L002_R1_001.fastq.gz	AZB2-2670_NGS19-J278_AHKK5WDSXX_S18_L002_R2_001.fastq.gz
EGAS00001005472	G-SAM	AZB2	AZB2-2670_NGS19-J278_BHJTTYDSXX_S12_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZB2-2670_NGS19-J278_BHJTTYDSXX_S12_L001_R1_001.fastq.gz	AZB2-2670_NGS19-J278_BHJTTYDSXX_S12_L001_R2_001.fastq.gz
EGAS00001005472	G-SAM	AZC1	AZC1-2665_NGS19-J396_AHLGTCDSXX_S40_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZC1-2665_NGS19-J396_AHLGTCDSXX_S40_L003_R1_001.fastq.gz	AZC1-2665_NGS19-J396_AHLGTCDSXX_S40_L003_R2_001.fastq.gz
EGAS00001005473	G-SAM	AZC2	AZC2-2671_NGS19-J287_AHKK5WDSXX_S27_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZC2-2671_NGS19-J287_AHKK5WDSXX_S27_L002_R1_001.fastq.gz	AZC2-2671_NGS19-J287_AHKK5WDSXX_S27_L002_R2_001.fastq.gz
EGAS00001005473	G-SAM	AZC2	AZC2-2671_NGS19-J287_BHJTTYDSXX_S21_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZC2-2671_NGS19-J287_BHJTTYDSXX_S21_L001_R1_001.fastq.gz	AZC2-2671_NGS19-J287_BHJTTYDSXX_S21_L001_R2_001.fastq.gz
EGAS00001005474	G-SAM	AZD1	AZD1-2668_NGS19-J595_BHM33WDSXX_S47_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZD1-2668_NGS19-J595_BHM33WDSXX_S47_L003_R1_001.fastq.gz	AZD1-2668_NGS19-J595_BHM33WDSXX_S47_L003_R2_001.fastq.gz
EGAS00001005474	G-SAM	AZD2	AZD2-2673_NGS19-J289_AHKK5WDSXX_S29_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZD2-2673_NGS19-J289_AHKK5WDSXX_S29_L002_R1_001.fastq.gz	AZD2-2673_NGS19-J289_AHKK5WDSXX_S29_L002_R2_001.fastq.gz
EGAS00001005475	G-SAM	AZD2	AZD2-2673_NGS19-J289_BHJTTYDSXX_S23_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZD2-2673_NGS19-J289_BHJTTYDSXX_S23_L001_R1_001.fastq.gz	AZD2-2673_NGS19-J289_BHJTTYDSXX_S23_L001_R2_001.fastq.gz
EGAS00001005475	G-SAM	AZE1	AZE1_NGS20-N998_AHGJCYDSXY_S63_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZE1_NGS20-N998_AHGJCYDSXY_S63_L002_R1_001.fastq.gz	AZE1_NGS20-N998_AHGJCYDSXY_S63_L002_R2_001.fastq.gz
EGAS00001005476	G-SAM	AZE2	AZE2-2672_NGS19-J267_AHKK5WDSXX_S7_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZE2-2672_NGS19-J267_AHKK5WDSXX_S7_L002_R1_001.fastq.gz	AZE2-2672_NGS19-J267_AHKK5WDSXX_S7_L002_R2_001.fastq.gz
EGAS00001005476	G-SAM	AZE2	AZE2-2672_NGS19-J267_BHJTTYDSXX_S1_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZE2-2672_NGS19-J267_BHJTTYDSXX_S1_L001_R1_001.fastq.gz	AZE2-2672_NGS19-J267_BHJTTYDSXX_S1_L001_R2_001.fastq.gz
EGAS00001005477	G-SAM	AZF1	AZF1-2662_NGS19-J282_AHKK5WDSXX_S22_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZF1-2662_NGS19-J282_AHKK5WDSXX_S22_L002_R1_001.fastq.gz	AZF1-2662_NGS19-J282_AHKK5WDSXX_S22_L002_R2_001.fastq.gz
EGAS00001005477	G-SAM	AZF1	AZF1-2662_NGS19-J282_BHJTTYDSXX_S16_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZF1-2662_NGS19-J282_BHJTTYDSXX_S16_L001_R1_001.fastq.gz	AZF1-2662_NGS19-J282_BHJTTYDSXX_S16_L001_R2_001.fastq.gz
EGAS00001005478	G-SAM	AZF2	AZF2-2674_NGS19-J364_AHLGTCDSXX_S8_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZF2-2674_NGS19-J364_AHLGTCDSXX_S8_L002_R1_001.fastq.gz	AZF2-2674_NGS19-J364_AHLGTCDSXX_S8_L002_R2_001.fastq.gz
EGAS00001005478	G-SAM	AZG1	AZG1-2661_NGS19-J286_AHKK5WDSXX_S26_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZG1-2661_NGS19-J286_AHKK5WDSXX_S26_L002_R1_001.fastq.gz	AZG1-2661_NGS19-J286_AHKK5WDSXX_S26_L002_R2_001.fastq.gz
EGAS00001005479	G-SAM	AZG1	AZG1-2661_NGS19-J286_BHJTTYDSXX_S20_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZG1-2661_NGS19-J286_BHJTTYDSXX_S20_L001_R1_001.fastq.gz	AZG1-2661_NGS19-J286_BHJTTYDSXX_S20_L001_R2_001.fastq.gz
EGAS00001005479	G-SAM	AZG2	AZG2-2675_NGS19-J285_AHKK5WDSXX_S25_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZG2-2675_NGS19-J285_AHKK5WDSXX_S25_L002_R1_001.fastq.gz	AZG2-2675_NGS19-J285_AHKK5WDSXX_S25_L002_R2_001.fastq.gz
EGAS00001005480	G-SAM	AZG2	AZG2-2675_NGS19-J285_BHJTTYDSXX_S19_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZG2-2675_NGS19-J285_BHJTTYDSXX_S19_L001_R1_001.fastq.gz	AZG2-2675_NGS19-J285_BHJTTYDSXX_S19_L001_R2_001.fastq.gz
EGAS00001005480	G-SAM	AZH1	AZH1-2666_NGS19-J281_AHKK5WDSXX_S21_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZH1-2666_NGS19-J281_AHKK5WDSXX_S21_L002_R1_001.fastq.gz	AZH1-2666_NGS19-J281_AHKK5WDSXX_S21_L002_R2_001.fastq.gz
EGAS00001005481	G-SAM	AZH1	AZH1-2666_NGS19-J281_BHJTTYDSXX_S15_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZH1-2666_NGS19-J281_BHJTTYDSXX_S15_L001_R1_001.fastq.gz	AZH1-2666_NGS19-J281_BHJTTYDSXX_S15_L001_R2_001.fastq.gz
EGAS00001005481	G-SAM	AZH2	AZH2_NGS20-N997_AHGJCYDSXY_S62_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	AZH2_NGS20-N997_AHGJCYDSXY_S62_L002_R1_001.fastq.gz	AZH2_NGS20-N997_AHGJCYDSXY_S62_L002_R2_001.fastq.gz
EGAS00001005482	G-SAM	BAA1	BAA1-2020_NGS19-J502_AHM2NJDSXX_S229_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAA1-2020_NGS19-J502_AHM2NJDSXX_S229_L003_R1_001.fastq.gz	BAA1-2020_NGS19-J502_AHM2NJDSXX_S229_L003_R2_001.fastq.gz
EGAS00001005482	G-SAM	BAA2	BAA2-2021_NGS19-J632_BHM33WDSXX_S84_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAA2-2021_NGS19-J632_BHM33WDSXX_S84_L004_R1_001.fastq.gz	BAA2-2021_NGS19-J632_BHM33WDSXX_S84_L004_R2_001.fastq.gz
EGAS00001005483	G-SAM	BAB1	BAB1-2022_NGS19-J541_AHM2NJDSXX_S268_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAB1-2022_NGS19-J541_AHM2NJDSXX_S268_L004_R1_001.fastq.gz	BAB1-2022_NGS19-J541_AHM2NJDSXX_S268_L004_R2_001.fastq.gz
EGAS00001005483	G-SAM	BAB2	BAB2-2023_NGS19-J407_AHLGTCDSXX_S51_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAB2-2023_NGS19-J407_AHLGTCDSXX_S51_L003_R1_001.fastq.gz	BAB2-2023_NGS19-J407_AHLGTCDSXX_S51_L003_R2_001.fastq.gz
EGAS00001005484	G-SAM	BAC1	BAC1-2097_NGS19-J337_AHKK5WDSXX_S125_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAC1-2097_NGS19-J337_AHKK5WDSXX_S125_L004_R1_001.fastq.gz	BAC1-2097_NGS19-J337_AHKK5WDSXX_S125_L004_R2_001.fastq.gz
EGAS00001005484	G-SAM	BAC2	BAC2-2098_NGS19-J542_AHM2NJDSXX_S269_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAC2-2098_NGS19-J542_AHM2NJDSXX_S269_L004_R1_001.fastq.gz	BAC2-2098_NGS19-J542_AHM2NJDSXX_S269_L004_R2_001.fastq.gz
EGAS00001005485	G-SAM	BAD1	BAD1-2099_NGS19-J347_AHKK5WDSXX_S135_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAD1-2099_NGS19-J347_AHKK5WDSXX_S135_L004_R1_001.fastq.gz	BAD1-2099_NGS19-J347_AHKK5WDSXX_S135_L004_R2_001.fastq.gz
EGAS00001005485	G-SAM	BAD2	BAD2-2100_NGS19-J318_AHKK5WDSXX_S106_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAD2-2100_NGS19-J318_AHKK5WDSXX_S106_L003_R1_001.fastq.gz	BAD2-2100_NGS19-J318_AHKK5WDSXX_S106_L003_R2_001.fastq.gz
EGAS00001005486	G-SAM	BAD2	BAD2-2100_NGS19-J318_BHJTTYDSXX_S52_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAD2-2100_NGS19-J318_BHJTTYDSXX_S52_L001_R1_001.fastq.gz	BAD2-2100_NGS19-J318_BHJTTYDSXX_S52_L001_R2_001.fastq.gz
EGAS00001005486	G-SAM	BAE1	BAE1-2101_NGS19-J321_AHKK5WDSXX_S109_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAE1-2101_NGS19-J321_AHKK5WDSXX_S109_L003_R1_001.fastq.gz	BAE1-2101_NGS19-J321_AHKK5WDSXX_S109_L003_R2_001.fastq.gz
EGAS00001005487	G-SAM	BAE1	BAE1-2101_NGS19-J321_BHJTTYDSXX_S55_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAE1-2101_NGS19-J321_BHJTTYDSXX_S55_L001_R1_001.fastq.gz	BAE1-2101_NGS19-J321_BHJTTYDSXX_S55_L001_R2_001.fastq.gz
EGAS00001005487	G-SAM	BAE2	BAE2-2102_NGS19-J320_AHKK5WDSXX_S108_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAE2-2102_NGS19-J320_AHKK5WDSXX_S108_L003_R1_001.fastq.gz	BAE2-2102_NGS19-J320_AHKK5WDSXX_S108_L003_R2_001.fastq.gz
EGAS00001005488	G-SAM	BAE2	BAE2-2102_NGS19-J320_BHJTTYDSXX_S54_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAE2-2102_NGS19-J320_BHJTTYDSXX_S54_L001_R1_001.fastq.gz	BAE2-2102_NGS19-J320_BHJTTYDSXX_S54_L001_R2_001.fastq.gz
EGAS00001005488	G-SAM	BAH1	BAH1-2690_NGS19-J400_AHLGTCDSXX_S44_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAH1-2690_NGS19-J400_AHLGTCDSXX_S44_L003_R1_001.fastq.gz	BAH1-2690_NGS19-J400_AHLGTCDSXX_S44_L003_R2_001.fastq.gz
EGAS00001005489	G-SAM	BAH2	BAH2-2116_NGS19-J466_AHM2NJDSXX_S14_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAH2-2116_NGS19-J466_AHM2NJDSXX_S14_L002_R1_001.fastq.gz	BAH2-2116_NGS19-J466_AHM2NJDSXX_S14_L002_R2_001.fastq.gz
EGAS00001005489	G-SAM	BAI1	BAI1-2105_NGS19-J406_AHLGTCDSXX_S50_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAI1-2105_NGS19-J406_AHLGTCDSXX_S50_L003_R1_001.fastq.gz	BAI1-2105_NGS19-J406_AHLGTCDSXX_S50_L003_R2_001.fastq.gz
EGAS00001005490	G-SAM	BAI2	BAI2_NGS20-N996_AHGJCYDSXY_S61_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAI2_NGS20-N996_AHGJCYDSXY_S61_L002_R1_001.fastq.gz	BAI2_NGS20-N996_AHGJCYDSXY_S61_L002_R2_001.fastq.gz
EGAS00001005490	G-SAM	BAJ1	BAJ1-2107_NGS19-J497_AHM2NJDSXX_S224_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAJ1-2107_NGS19-J497_AHM2NJDSXX_S224_L003_R1_001.fastq.gz	BAJ1-2107_NGS19-J497_AHM2NJDSXX_S224_L003_R2_001.fastq.gz
EGAS00001005491	G-SAM	BAJ2	BAJ2-2108_NGS19-J539_AHM2NJDSXX_S266_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAJ2-2108_NGS19-J539_AHM2NJDSXX_S266_L004_R1_001.fastq.gz	BAJ2-2108_NGS19-J539_AHM2NJDSXX_S266_L004_R2_001.fastq.gz
EGAS00001005491	G-SAM	BAK1	BAK1-2024_NGS19-J495_AHM2NJDSXX_S222_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAK1-2024_NGS19-J495_AHM2NJDSXX_S222_L003_R1_001.fastq.gz	BAK1-2024_NGS19-J495_AHM2NJDSXX_S222_L003_R2_001.fastq.gz
EGAS00001005492	G-SAM	BAK2	BAK2-2025_NGS19-J359_AHKK5WDSXX_S147_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAK2-2025_NGS19-J359_AHKK5WDSXX_S147_L004_R1_001.fastq.gz	BAK2-2025_NGS19-J359_AHKK5WDSXX_S147_L004_R2_001.fastq.gz
EGAS00001005492	G-SAM	BAL1	BAL1-2185_NGS19-J513_AHM2NJDSXX_S240_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAL1-2185_NGS19-J513_AHM2NJDSXX_S240_L003_R1_001.fastq.gz	BAL1-2185_NGS19-J513_AHM2NJDSXX_S240_L003_R2_001.fastq.gz
EGAS00001005493	G-SAM	BAL2	BAL2-2186_NGS19-J548_AHM2NJDSXX_S275_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAL2-2186_NGS19-J548_AHM2NJDSXX_S275_L004_R1_001.fastq.gz	BAL2-2186_NGS19-J548_AHM2NJDSXX_S275_L004_R2_001.fastq.gz
EGAS00001005493	G-SAM	BAM1	BAM1-2113_NGS19-J393_AHLGTCDSXX_S37_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAM1-2113_NGS19-J393_AHLGTCDSXX_S37_L002_R1_001.fastq.gz	BAM1-2113_NGS19-J393_AHLGTCDSXX_S37_L002_R2_001.fastq.gz
